Passenger_Id,pclass,survived,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body
979,3,0,male,,0,0,345498,7.775,,S,,
980,3,1,female,15,0,0,2667,7.225,,C,C,
981,3,0,female,,1,0,370371,15.5,,Q,,
982,1,0,male,47,0,0,110465,52,C110,S,,207
983,2,1,female,50,0,0,W./C. 14258,10.5,,S,13,
984,1,1,female,21,0,0,113795,26.55,,S,8 10,
985,3,0,male,21,0,0,54636,16.1,,S,,
986,2,1,female,27,1,0,SC/PARIS 2149,13.8583,,C,12,
987,3,0,male,45,0,0,347061,6.975,,S,,
988,2,0,male,,0,0,SC/A.3 2861,15.5792,,C,,
989,3,0,male,21,2,0,A/4 48871,24.15,,S,,
990,3,0,male,26,0,0,347068,7.775,,S,,
991,3,0,male,9,5,2,CA 2144,46.9,,S,,
992,3,0,male,,0,0,349214,7.8958,,S,,
993,3,1,female,,0,0,342712,8.05,,S,C,
994,2,0,male,34,0,0,250647,13,,S,,
995,3,0,male,9,4,2,347077,31.3875,,S,,
996,3,1,male,21,0,0,350053,7.7958,,S,13,
997,2,0,male,32,0,0,237216,13.5,,S,,209
998,1,0,male,,0,0,PC 17612,27.7208,,C,,
999,2,0,male,,0,0,239856,0,,S,,
1000,2,0,male,50,0,0,250643,13,,S,,149
1001,3,0,male,,0,0,2673,7.2292,,C,,
1002,3,0,male,6,1,1,2678,15.2458,,C,,
1003,3,0,male,,0,0,SOTON/O.Q. 3101314,7.25,,S,,
1004,1,0,male,71,0,0,PC 17609,49.5042,,C,,22
1005,3,0,male,22,0,0,349252,7.8958,,S,,
1006,1,0,male,33,0,0,113790,26.55,,S,,109
1007,2,1,female,42,0,0,236852,13,,S,,
1008,3,0,male,37,2,0,3101276,7.925,,S,,98
1009,1,0,male,28.5,0,0,PC 17562,27.7208,D43,C,,189
1010,2,0,male,25,0,0,244361,13,,S,,
1011,2,1,male,2,1,1,29103,23,,S,14,
1012,2,1,female,45,0,0,223596,13.5,,S,9,
1013,3,0,male,35,0,0,364512,8.05,,S,,
1014,3,0,male,28,1,0,STON/O2. 3101279,15.85,,S,,
1015,3,0,male,,0,0,349234,7.8958,,S,,
1016,3,0,male,,0,0,AQ/4 3130,7.75,,Q,,
1017,3,0,female,10,0,2,345773,24.15,,S,,
1018,1,0,male,62,0,0,113514,26.55,C87,S,,
1019,3,0,male,34.5,0,0,2683,6.4375,,C,,196
1020,2,1,male,0.8333,1,1,29106,18.75,,S,4,
1021,1,1,female,,1,0,17464,51.8625,D21,S,8,
1022,3,0,male,18,0,0,2223,8.3,,S,,259
1023,3,1,female,,0,0,330959,7.8792,,Q,,
1024,3,0,male,17,2,0,A/4 48873,8.05,,S,,
1025,3,0,male,,0,0,343271,7,,S,,
1026,2,1,male,31,0,0,244270,13,,S,9,
1027,3,1,male,9,0,1,C 17368,3.1708,,S,13,
1028,3,0,male,,0,0,334912,7.7333,,Q,,
1029,1,1,female,40,0,0,PC 17582,153.4625,C125,S,3,
1030,1,0,male,,0,0,PC 17483,221.7792,C95,S,,
1031,1,1,female,48,1,1,13567,79.2,B41,C,5,
1032,2,1,female,19,0,0,250655,26,,S,11,
1033,3,1,male,25,0,0,345768,9.5,,S,11,
1034,3,1,female,13,0,0,2687,7.2292,,C,C,
1035,3,1,female,,0,0,36866,7.7375,,Q,16,
1036,1,1,female,30,0,0,110152,86.5,B77,S,8,
1037,3,0,male,35,0,0,STON/O 2. 3101273,7.125,,S,,
1038,3,0,male,21,0,0,342684,8.05,,S,,
1039,2,0,male,23,0,0,29751,13,,S,,
1040,3,0,male,31,0,0,347063,7.775,,S,,
1041,3,0,female,21,0,0,364846,7.75,,Q,,
1042,3,0,female,,3,1,4133,25.4667,,S,,
1043,3,0,male,21,0,0,STON/O 2. 3101280,7.925,,S,,
1044,2,0,male,17,0,0,S.O.C. 14879,73.5,,S,,
1045,3,0,male,,0,0,349225,7.8958,,S,,
1046,3,1,male,9,1,1,C.A. 37671,15.9,,S,2,
1047,1,1,male,26,0,0,111369,30,C148,C,5,
1048,3,0,male,28.5,0,0,54636,16.1,,S,,14
1049,3,0,male,74,0,0,347060,7.775,,S,,
1050,2,1,male,19,0,0,SW/PP 751,10.5,,S,B,
1051,3,0,male,,0,0,2627,14.4583,,C,,
1052,3,0,female,37,0,0,368364,7.75,,Q,,
1053,3,1,female,15,1,0,2659,14.4542,,C,,
1054,1,0,male,55,1,0,PC 17603,59.4,,C,,
1055,3,0,male,33,0,0,7540,8.6542,,S,,285
1056,3,0,male,21,0,0,SOTON/OQ 3101317,7.25,,S,,
1057,1,1,female,35,0,0,PC 17760,135.6333,C99,S,8,
1058,3,0,male,,0,0,364851,7.75,,Q,,
1059,3,0,male,26,0,0,349224,7.8958,,S,,
1060,3,0,male,17,0,0,315095,8.6625,,S,,
1061,2,1,male,0.8333,0,2,248738,29,,S,13,
1062,2,1,female,45,0,2,237789,30,,S,12,
1063,1,1,female,58,0,0,113783,26.55,C103,S,8,
1064,3,1,male,9,0,2,363291,20.525,,S,C D,
1065,3,1,female,,1,0,386525,16.1,,S,16,
1066,2,0,male,54,0,0,28403,26,,S,,
1067,3,0,male,23,0,0,349204,7.8958,,S,,
1068,1,1,male,27,0,0,113804,30.5,,S,3,
1069,2,0,male,24,2,0,S.O.C. 14879,73.5,,S,,
1070,1,1,female,17,1,0,17474,57,B20,S,3,
1071,2,1,female,34,0,1,231919,23,,S,,
1072,1,1,female,53,2,0,11769,51.4792,C101,S,D,
1073,3,1,male,3,4,2,347077,31.3875,,S,15,
1074,1,1,male,27,0,0,PC 17572,76.7292,D49,C,3,
1075,3,1,female,,1,0,370365,15.5,,Q,,
1076,2,1,female,6,0,1,248727,33,,S,11,
1077,1,0,male,36,0,0,13050,75.2417,C6,C,A,
1078,3,1,female,31,0,0,349244,8.6833,,S,,
1079,3,1,female,22,0,0,370373,7.75,,Q,13,
1080,1,0,male,29,1,0,113776,66.6,C2,S,,
1081,1,0,male,67,1,0,PC 17483,221.7792,C55 C57,S,,96
1082,3,0,male,18,1,0,3101267,6.4958,,S,,314
1083,3,1,male,1,1,2,C.A. 2315,20.575,,S,10,
1084,1,0,male,57,1,1,36928,164.8667,,S,,
1085,3,0,male,40,0,0,2623,7.225,,C,,
1086,3,0,male,,2,0,2662,21.6792,,C,,
1087,3,0,male,,8,2,CA. 2343,69.55,,S,,
1088,1,0,male,24,1,0,13695,60,C31,S,,
1089,3,0,male,27,0,0,349229,7.8958,,S,,
1090,3,0,female,29,1,1,347054,10.4625,G6,S,,
1091,1,1,male,28,0,0,113788,35.5,A6,S,7,
1092,2,0,male,23,2,1,29104,11.5,,S,,
1093,2,0,male,32.5,1,0,237736,30.0708,,C,,43
1094,3,0,male,22.5,0,0,2698,7.225,,C,,9
1095,1,1,male,36,1,2,113760,120,B96 B98,S,C,
1096,1,0,male,54,0,0,17463,51.8625,E46,S,,175
1097,2,1,female,35,0,0,F.C.C. 13528,21,,S,14,
1098,3,1,male,16,0,0,SOTON/OQ 392089,8.05,,S,B,
1099,3,0,male,,0,0,367655,7.7292,,Q,,
1100,3,0,male,23,0,0,7267,9.225,,S,,
1101,3,0,male,14.5,8,2,CA. 2343,69.55,,S,,67
1102,3,0,female,37,0,0,4135,9.5875,,S,,
1103,1,1,female,18,0,2,110413,79.65,E68,S,8,
1104,2,0,male,27,0,0,SC/PARIS 2168,15.0333,,C,,
1105,2,1,female,54,1,3,29105,23,,S,4,
1106,3,1,male,7,1,1,2650,15.2458,,C,C,
1107,3,0,male,17,0,0,315093,8.6625,,S,,
1108,2,0,male,46,0,0,28403,26,,S,,
1109,3,1,male,0.4167,0,1,2625,8.5167,,C,16,
1110,2,0,male,57,0,0,219533,12.35,,Q,,
1111,2,1,female,24,0,2,250649,14.5,,S,4,
1112,2,0,male,23,0,0,SC/PARIS 2133,15.0458,,C,,
1113,2,1,male,22,0,0,W./C. 14260,10.5,,S,13,
1114,3,0,male,20,0,0,2648,4.0125,,C,,
1115,3,0,male,34,0,0,363294,8.05,,S,,176
1116,3,1,female,18,0,1,392091,9.35,,S,13,
1117,1,1,female,45,1,0,11753,52.5542,D19,S,5,
1118,3,0,male,7,4,1,3101295,39.6875,,S,,
1119,2,0,male,66,0,0,C.A. 24579,10.5,,S,,
1120,3,0,male,18,2,2,W./C. 6608,34.375,,S,,
1121,3,1,female,26,1,1,315153,22.025,,S,2,
1122,1,1,female,55,2,0,11770,25.7,C101,S,2,
1123,2,1,female,55,0,0,248706,16,,S,13,
1124,2,1,female,12,2,1,230136,39,F4,S,13,
1125,3,0,male,32,0,0,C 4001,22.525,,S,,260
1126,3,1,female,26,0,0,347470,7.8542,,S,13,
1127,1,0,male,52,1,1,110413,79.65,E67,S,,
1128,3,0,female,24,0,0,349236,8.85,,S,,
1129,3,1,female,19,0,0,330958,7.8792,,Q,C,
1130,3,0,male,43,0,0,A/5 3536,8.05,,S,,
1131,3,0,female,,0,0,370368,7.75,,Q,,
1132,1,0,male,24,0,0,PC 17593,79.2,B86,C,,
1133,2,1,female,5,1,2,C.A. 34651,27.75,,S,10,
1134,1,1,male,0.9167,1,2,113781,151.55,C22 C26,S,11,
1135,3,0,male,22,0,0,347065,7.775,,S,,
1136,3,0,male,,0,0,384461,7.75,,Q,,
1137,1,0,male,41,0,0,113054,30.5,A21,S,,
1138,2,1,male,3,1,1,29106,18.75,,S,4,
1139,3,1,male,26,0,0,347070,7.775,,S,15,
1140,2,0,male,25,0,0,C.A. 34050,10.5,,S,,
1141,2,1,female,17,0,0,SC 1748,12,,C,12,
1142,3,0,male,,0,0,374746,8.05,,S,,
1143,2,1,female,32,0,0,234604,13,,S,9,
1144,3,0,male,,2,0,2662,21.6792,,C,,
1145,3,1,male,20,0,0,2663,7.2292,,C,15,
1146,3,0,male,42,0,0,315088,8.6625,,S,,
1147,3,0,male,32,0,0,349242,7.8958,,S,,
1148,3,0,male,,0,0,359309,8.05,,S,,
1149,1,0,male,64,1,4,19950,263,C23 C25 C27,S,,
1150,1,1,female,35,1,0,36973,83.475,C83,S,D,
1151,3,0,male,,0,0,330877,8.4583,,Q,,
1152,2,0,female,24,0,0,248747,13,,S,,
1153,3,0,male,,1,0,371110,24.15,,Q,,
1154,1,1,female,48,1,0,PC 17761,106.425,C86,C,2,
1155,3,1,male,31,0,0,STON/O 2. 3101288,7.925,,S,9,
1156,3,0,female,28,0,0,349245,7.8958,,S,,
1157,3,1,female,27,0,0,STON/O2. 3101283,7.925,,S,,
1158,2,1,male,3,1,1,230080,26,F2,S,D,
1159,3,0,male,26,0,0,349202,7.8958,,S,,
1160,2,1,female,8,1,1,26360,26,,S,11,
1161,3,0,female,36,0,2,350405,12.1833,,S,,
1162,2,0,male,14,0,0,220845,65,,S,,
1163,3,0,female,24,0,0,368702,7.75,,Q,,
1164,3,0,male,,0,0,330971,7.8792,,Q,,
1165,3,0,male,,0,0,359306,8.05,,S,,
1166,3,1,male,,0,0,1601,56.4958,,S,C,
1167,3,0,male,43,0,0,C 7075,6.45,,S,,
1168,1,1,male,48,1,0,PC 17572,76.7292,D33,C,3,
1169,2,0,male,18,0,0,29108,11.5,,S,,
1170,3,1,female,24,0,2,PP 9549,16.7,G6,S,13,
1171,3,0,male,,0,0,A.5. 3236,8.05,,S,,
1172,2,1,female,28,0,0,240929,12.65,,S,,
1173,1,0,male,25,0,0,13905,26,,C,,148
1174,3,0,female,,1,0,2689,14.4583,,C,,
1175,3,0,female,,1,2,W./C. 6607,23.45,,S,,
1176,1,1,female,26,0,0,19877,78.85,,S,6,
1177,3,0,female,21,0,0,315087,8.6625,,S,,
1178,3,0,male,27,0,0,315154,8.6625,,S,,131
1179,3,0,male,6,3,1,349909,21.075,,S,,
1180,3,0,male,22,0,0,A/5 21174,7.25,,S,,
1181,3,1,female,14,1,0,2651,11.2417,,C,C,
1182,3,0,male,21,0,0,312992,7.775,,S,,
1183,1,0,male,,0,0,110465,52,A14,S,,
1184,2,1,male,8,0,2,28220,32.5,,S,10,
1185,2,1,female,34,1,1,28220,32.5,,S,10,
1186,2,0,male,36,0,0,C.A. 17248,10.5,,S,,
1187,3,0,male,,0,0,A4. 54510,8.05,,S,,
1188,1,0,male,44,2,0,19928,90,C78,Q,,230
1189,3,0,male,31,0,0,21332,7.7333,,Q,,
1190,3,1,male,39,0,1,349256,13.4167,,C,15,
1191,3,1,female,33,1,2,C.A. 2315,20.575,,S,10,
1192,1,1,male,51,0,0,113055,26.55,E17,S,5 9,
1193,3,1,female,18,0,0,A/4 31416,8.05,,S,C,
1194,1,0,male,65,0,1,113509,61.9792,B30,C,,234
1195,2,0,male,18.5,0,0,248734,13,F,S,,294
1196,2,0,male,37,1,0,SC/AH 29037,26,,S,,17
1197,3,1,female,,0,0,A. 2. 39186,8.05,,S,C,
1198,3,0,male,29,0,0,347067,7.775,,S,,
1199,3,0,male,14,5,2,CA 2144,46.9,,S,,
1200,3,0,female,43,1,6,CA 2144,46.9,,S,,
1201,3,1,female,0.75,2,1,2666,19.2583,,C,C,
1202,3,0,male,32,0,0,STON/O 2. 3101292,7.925,,S,,
1203,3,0,male,,0,0,Fa 265302,7.3125,,S,,
1204,2,0,male,52,0,0,248731,13.5,,S,,130
1205,2,1,female,42,1,0,SC/AH 3085,26,,S,,
1206,3,0,male,,0,0,C.A. 42795,7.55,,S,,
1207,3,0,male,0.75,1,1,SOTON/O.Q. 3101315,13.775,,S,,
1208,1,1,female,30,0,0,36928,164.8667,C7,S,8,
1209,1,0,male,49,0,0,19924,26,,S,,
1210,1,1,female,22,0,1,113509,61.9792,B36,C,5,
1211,3,0,male,40.5,0,2,A/5. 851,14.5,,S,,255
1212,2,1,female,15,0,2,29750,39,,S,14,
1213,3,1,female,36,0,2,C.A. 37671,15.9,,S,2,
1214,3,0,male,16,1,1,C.A. 2673,20.25,,S,,190
1215,3,0,male,36,0,0,349210,7.4958,,S,,
1216,3,0,male,13,0,2,C.A. 2673,20.25,,S,,
1217,3,0,male,,0,0,2647,7.225,,C,,
1218,3,0,female,9,2,2,W./C. 6608,34.375,,S,,
1219,3,0,male,47,0,0,345765,9,,S,,
1220,3,0,male,19,0,0,365222,6.75,,Q,,
1221,3,0,male,30,0,0,2694,7.225,,C,,
1222,1,0,male,29,0,0,113501,30,D6,S,,126
1223,3,1,female,23,0,0,347469,7.8542,,S,10,
1224,3,0,male,34,1,1,347080,14.4,,S,,197
1225,3,1,female,22,0,0,7548,8.9625,,S,C,
1226,1,0,male,55,0,0,113787,30.5,C30,S,,
1227,3,0,male,60.5,0,0,3701,,,S,,261
1228,3,0,female,,8,2,CA. 2343,69.55,,S,,
1229,3,1,female,18,0,0,2657,7.2292,,C,C,
1230,1,1,female,36,1,2,113760,120,B96 B98,S,4,
1231,3,0,male,,1,0,370365,15.5,,Q,,
1232,1,1,female,35,1,0,113789,52,,S,8,
1233,1,1,female,35,0,0,113503,211.5,C130,C,4,
1234,3,0,male,36,1,0,349910,15.55,,S,A,
1235,1,0,male,21,0,1,35281,77.2875,D26,S,,169
1236,3,0,male,28,0,0,349207,7.8958,,S,,
1237,3,0,female,8,3,1,349909,21.075,,S,,
1238,3,0,male,,1,2,W./C. 6607,23.45,,S,,
1239,1,1,male,45,1,1,16966,134.5,E34,C,3,
1240,3,0,male,24,0,0,349209,7.4958,,S,,
1241,3,0,male,16,0,0,347074,7.775,,S,,
1242,3,0,male,28,0,0,347464,7.8542,,S,,
1243,2,1,female,36,0,0,27849,13,,S,9,
1244,1,0,male,30,0,0,113051,27.75,C111,C,,
1245,2,1,female,1,1,2,SC/Paris 2123,41.5792,,C,14,
1246,2,1,female,36,0,0,28551,13,D,S,10,
1247,3,0,female,,0,0,364498,14.5,,S,,
1248,3,1,male,22,0,0,2620,7.225,,C,6,
1249,1,1,female,40,1,1,16966,134.5,E34,C,3,
1250,3,0,male,4,4,1,382652,29.125,,Q,,
1251,3,0,male,,0,0,349217,7.8958,,S,,
1252,3,0,male,18,0,0,347078,7.75,,S,,
1253,2,1,female,24,1,0,SC/PARIS 2167,27.7208,,C,12,
1254,3,0,male,30,0,0,A.5. 18509,8.05,,S,,
1255,2,1,female,28,1,0,P/PP 3381,24,,C,10,
1256,3,0,male,42,0,0,348121,7.65,F G63,S,,120
1257,1,1,female,33,0,0,113781,151.55,,S,8,
1258,2,1,female,24,2,1,243847,27,,S,12,
1259,3,1,female,1,0,2,2653,15.7417,,C,C,
1260,3,0,male,24,2,0,A/4 48871,24.15,,S,,
1261,3,0,male,32,1,0,3101278,15.85,,S,D,
1262,1,1,female,23,0,1,11767,83.1583,C54,C,7,
1263,3,0,male,,1,0,386525,16.1,,S,,
1264,2,0,male,36,1,2,C.A. 34651,27.75,,S,,
1265,2,0,male,54,1,0,244252,26,,S,,
1266,3,1,male,45,0,0,7598,8.05,,S,15,
1267,2,1,female,36,0,3,230136,39,F4,S,11,
1268,2,1,female,26,0,0,220844,13.5,,S,9,
1269,1,1,female,,0,0,17421,110.8833,,C,4,
1270,2,0,male,18,0,0,S.O.C. 14879,73.5,,S,,
1271,3,0,male,10,4,1,382652,29.125,,Q,,
1272,2,1,female,,0,0,226593,12.35,E101,Q,10,
1273,1,1,female,30,0,0,PC 17485,56.9292,E36,C,1,
1274,3,0,male,28,0,0,C 4001,22.525,,S,,173
1275,3,0,male,,0,0,349208,7.8958,,S,,
1276,3,0,female,18.5,0,0,329944,7.2833,,Q,,299
1277,2,0,male,34,1,0,31027,21,,S,12,
1278,3,0,male,19,0,0,LINE,0,,S,,
1279,1,0,male,48,0,0,PC 17591,50.4958,B10,C,,208
1280,1,0,male,42,1,0,113789,52,,S,,38
1281,3,1,female,0.75,2,1,2666,19.2583,,C,C,
1282,3,0,female,,8,2,CA. 2343,69.55,,S,,
1283,1,1,female,63,1,0,13502,77.9583,D7,S,10,
1284,2,0,male,36,0,0,242963,13,,S,,
1285,1,0,male,40,0,0,112059,0,B94,S,,110
1286,1,1,male,31,0,0,2543,28.5375,C53,C,7,
1287,1,1,male,56,0,0,13213,35.5,A26,C,3,
1288,2,0,male,39,0,0,250655,26,,S,,
1289,3,1,male,27,0,0,347089,6.975,,S,15,
1290,2,1,female,2,1,1,26360,26,,S,11,
1291,1,1,female,30,0,0,12749,93.5,B73,S,3,
1292,3,0,male,44,0,1,371362,16.1,,S,,
1293,2,0,male,,0,0,239853,0,,S,,
1294,3,0,male,,0,0,349220,7.8958,,S,,
1295,2,0,male,32,2,0,S.O.C. 14879,73.5,,S,,256
1296,1,1,male,37,1,1,11751,52.5542,D35,S,5,
1297,1,1,female,15,0,1,24160,211.3375,B5,S,2,
1298,1,1,male,17,0,2,17421,110.8833,C70,C,B,
1299,1,0,male,36,0,0,13049,40.125,A10,C,,
1300,3,1,female,2,0,1,3101298,12.2875,,S,15,
1301,2,0,male,27,0,0,220367,13,,S,,
1302,2,0,male,34,1,0,244367,26,,S,,283
1303,3,0,female,26,1,0,A/5. 3336,16.1,,S,,
1304,3,1,male,32,0,0,SOTON/O.Q. 392078,8.05,E10,S,9,
1305,2,0,male,26,0,0,237670,13,,S,,
1306,1,1,female,64,0,2,PC 17756,83.1583,E45,C,14,
1307,1,1,female,39,1,0,13507,55.9,E44,S,11,
1308,2,0,male,27,0,0,244358,26,,S,,
1309,3,0,female,41,0,2,370129,20.2125,,S,,
